t,x,y,yaw,odom_x,odom_y,odom_yaw,error_x,error_y,error_dist,tags_used,quality
8230.567096,0.021902,-3.431102,0.008304,1.574813,0.003493,-0.002954,0.033454,-0.007328,0.034247,11|12|14|15|16,0.4732
8230.583763,0.016638,-3.437573,0.001416,1.579077,0.003275,-0.006469,0.032706,-0.009971,0.034193,11|12|13|14|15|16,0.4738
8230.600429,0.011098,-3.445940,-0.001103,1.583368,0.003001,-0.006985,0.032964,-0.012708,0.035328,11|12|14|15|16,0.4730
8230.617096,0.002837,-3.453785,-0.001936,1.587759,0.002613,-0.007014,0.032836,-0.016810,0.036889,12|13|14|15|16,0.4726
8230.633763,0.002837,-3.453785,-0.001937,1.592178,0.002200,-0.007009,0.028416,-0.016396,0.032807,12|13|14|15|16,0.4717
8230.650429,-0.013805,-3.469789,-0.001775,1.596535,0.002501,-0.007011,0.032758,-0.025742,0.041662,12|13|14|15|16,0.4696
8230.667096,-0.009696,-3.465560,-0.001858,1.601022,0.003070,-0.007003,0.025973,-0.024078,0.035416,11|12|13|14|15|16,0.4700
8230.683763,0.007289,-3.485760,-0.002902,1.605519,0.003512,-0.006992,0.032453,-0.015289,0.035874,11|12|13|14|15|16,0.4700
8230.700429,0.007287,-3.485761,-0.002907,1.609968,0.003345,-0.006985,0.028005,-0.015123,0.031828,11|12|13|14|15|16,0.4704
8230.717096,0.014564,-3.502459,-0.003407,1.614438,0.003202,-0.006980,0.032611,-0.011025,0.034424,11|12|13|14|15|16,0.4704
8230.733763,0.014565,-3.502459,-0.003405,1.619064,0.002964,-0.009205,0.027984,-0.010786,0.029991,11|12|13|14|15|16,0.4703
8230.750429,0.005502,-3.520235,-0.003959,1.623202,0.002992,-0.012599,0.033507,-0.015740,0.037020,11|12|13|14|15|16,0.4712
8230.767096,0.010343,-3.528126,-0.007323,1.627060,0.003227,-0.016790,0.033938,-0.013343,0.036467,11|12|13|14|15|16,0.4711
8230.783763,0.022749,-3.535430,-0.011934,1.630878,0.003673,-0.021568,0.034090,-0.007047,0.034810,11|12|13|14|15|16,0.4712
8230.800429,0.022749,-3.535431,-0.011934,1.635533,0.003490,-0.027359,0.029434,-0.006864,0.030224,11|12|13|14|15|16,0.4713
8230.817096,0.018456,-3.550917,-0.022408,1.639900,0.003376,-0.033591,0.033483,-0.009083,0.034694,11|12|13|14|15|16,0.4719
8230.833763,0.018263,-3.551020,-0.022544,1.643978,0.003381,-0.040044,0.029462,-0.009193,0.030863,12|13|14|15|16,0.4725
8230.850429,0.006278,-3.565743,-0.034210,1.647788,0.003534,-0.046568,0.033653,-0.015860,0.037203,11|12|13|14|15|16,0.4720
8230.867096,0.011513,-3.573401,-0.041089,1.652077,0.003757,-0.048953,0.033527,-0.013238,0.036045,11|12|13|14|15|16,0.4722
8230.883763,0.011514,-3.573401,-0.041089,1.656382,0.003112,-0.049194,0.029222,-0.012592,0.031820,11|12|13|14|15|16,0.4720
8230.900429,0.009012,-3.589346,-0.043208,1.660726,0.002320,-0.049204,0.033543,-0.013159,0.036032,11|12|13|14|15|16,0.4720
8230.917096,-0.004703,-3.597098,-0.043260,1.665036,0.001978,-0.049276,0.033447,-0.020271,0.039110,11|12|13|14|15|16,0.4722
8230.933763,-0.004703,-3.597098,-0.043260,1.669382,0.001975,-0.049282,0.029101,-0.020268,0.035463,11|12|13|14|15|16,0.4726
8230.950429,-0.003026,-3.612822,-0.043323,1.673729,0.001978,-0.049281,0.033299,-0.019360,0.038518,11|12|13|14|15|16,0.4723
8230.967096,-0.003026,-3.612822,-0.043323,1.678042,0.001976,-0.049280,0.028986,-0.019358,0.034856,11|12|13|14|15|16,0.4727
8230.983763,0.005566,-3.629923,-0.043413,1.682322,0.001968,-0.049279,0.034000,-0.014681,0.037034,11|12|13|14|15|16,0.4728
8231.000429,0.009742,-3.638277,-0.043502,1.686624,0.001959,-0.049278,0.034238,-0.012402,0.036415,11|12|13|14|15|16,0.4731
8231.017096,0.013976,-3.646087,-0.042843,1.691007,0.001952,-0.049279,0.034100,-0.010093,0.035562,11|12|13|14|15|16,0.4726
8231.033763,0.013975,-3.646086,-0.042844,1.695368,0.001565,-0.049279,0.029739,-0.009707,0.031283,11|12|13|14|15|16,0.4728
8231.050429,0.018182,-3.655004,-0.043241,1.699753,0.000695,-0.049332,0.030200,-0.006550,0.030903,11|12|13|14|15|16,0.4727
8231.067096,0.012799,-3.664028,-0.041643,1.704019,0.000067,-0.049431,0.030838,-0.008848,0.032083,11|12|13|14|15|16|17,0.4709
8231.083763,-0.009917,-3.677499,-0.043238,1.708463,0.000093,-0.049440,0.033716,-0.021219,0.039837,11|12|13|14|15|16|17,0.4705
8231.100429,-0.004790,-3.686310,-0.043266,1.712907,0.000122,-0.049439,0.034060,-0.018462,0.038742,11|12|13|14|15|16|17,0.4701
8231.117096,0.000499,-3.695013,-0.043306,1.717364,0.000154,-0.049439,0.034333,-0.015620,0.037719,11|12|13|14|15|16|17,0.4704
8231.133763,0.005851,-3.703723,-0.043353,1.721821,0.000184,-0.049439,0.034610,-0.012741,0.036880,11|12|13|14|15|16|17,0.4702
8231.150429,0.011011,-3.712501,-0.043234,1.726540,0.000145,-0.051667,0.034662,-0.009897,0.036047,11|12|13|14|15|16|17,0.4697
8231.167096,0.011069,-3.721020,-0.042269,1.731833,-0.000464,-0.055695,0.033999,-0.009257,0.035236,12|13|14|15|16|17,0.4653
8231.183763,-0.006491,-3.730966,-0.048409,1.736782,-0.000965,-0.060432,0.034455,-0.018300,0.039013,11|12|14|15|16|17,0.4706
8231.200429,-0.003528,-3.728752,-0.045965,1.741345,-0.001246,-0.065709,0.028689,-0.016408,0.033050,11|12|13|14|15|16|17,0.4708
8231.217096,-0.019768,-3.748151,-0.059745,1.746032,-0.001475,-0.067385,0.034544,-0.025006,0.042645,11|12|13|14|15|16|17,0.4712
8231.233763,-0.016371,-3.756982,-0.060311,1.750460,-0.001744,-0.067382,0.034917,-0.022890,0.041751,11|12|14|15|16|17,0.4707
8231.250429,-0.016657,-3.764948,-0.060575,1.754905,-0.001991,-0.067379,0.034800,-0.022798,0.041603,11|12|13|14|15|16|17,0.4700
8231.267096,-0.016658,-3.764945,-0.060576,1.759260,-0.002214,-0.067364,0.030444,-0.022576,0.037901,11|12|13|14|15|16|17,0.4702
8231.283763,-0.015300,-3.781389,-0.061220,1.763665,-0.002378,-0.067365,0.034975,-0.021674,0.041147,12|13|14|15|16|17,0.4725
8231.300429,-0.012764,-3.789204,-0.061269,1.768033,-0.002538,-0.067371,0.034855,-0.020135,0.040253,11|12|13|14|15|16|17,0.4713
8231.317096,-0.009834,-3.797745,-0.060400,1.772349,-0.002697,-0.067379,0.035181,-0.018384,0.039695,11|12|13|14|15|16|17,0.4709
8231.333763,-0.007618,-3.806495,-0.060761,1.776672,-0.002859,-0.067391,0.035613,-0.017018,0.039470,11|12|13|14|15|16|17,0.4704
8231.350429,-0.005660,-3.815263,-0.061644,1.781000,-0.003021,-0.067412,0.036051,-0.015791,0.039357,11|12|13|14|15|16|17,0.4692
8231.367096,-0.002394,-3.822803,-0.060706,1.785333,-0.003185,-0.067429,0.035815,-0.013853,0.038401,11|12|13|14|15|16|17,0.4663
8231.383763,-0.002954,-3.823480,-0.061084,1.789673,-0.003352,-0.067440,0.031843,-0.013990,0.034780,12|13|14|15|16|17,0.4704
8231.400429,0.001997,-3.840223,-0.060741,1.794061,-0.003520,-0.067444,0.036554,-0.011131,0.038212,12|13|14|15|16|17,0.4694
8231.417096,0.004346,-3.848763,-0.060621,1.798382,-0.004204,-0.067435,0.036874,-0.009170,0.037998,12|13|14|15|16|17,0.4687
8231.433763,0.004346,-3.848765,-0.060621,1.802805,-0.004542,-0.067436,0.032453,-0.008832,0.033634,12|13|14|15|16|17,0.4695
8231.450429,-0.004520,-3.855396,-0.060585,1.807232,-0.004880,-0.067435,0.031630,-0.013312,0.034317,12|13|14|15|16|17,0.4705
8231.467096,-0.006194,-3.863888,-0.060954,1.811659,-0.005220,-0.067434,0.031818,-0.013883,0.034715,12|13|14|15|16|17,0.4713
8231.483763,-0.009371,-3.880924,-0.061589,1.816085,-0.005561,-0.067431,0.036650,-0.015268,0.039704,12|13|14|15|16|17,0.4718
8231.500429,-0.010910,-3.889266,-0.061450,1.820510,-0.005902,-0.067430,0.036760,-0.015763,0.039997,12|13|14|15|16|17,0.4718
8231.517096,-0.012209,-3.897388,-0.061207,1.824801,-0.006243,-0.067407,0.036882,-0.016129,0.040255,12|13|14|15|16|17,0.4717
8231.533763,-0.013816,-3.905643,-0.061485,1.829116,-0.006579,-0.067409,0.037054,-0.016666,0.040629,12|13|14|15|16|17,0.4717
8231.550429,-0.013817,-3.905642,-0.061486,1.833482,-0.006916,-0.067413,0.032688,-0.016329,0.036539,12|13|14|15|16|17,0.4715
8231.567096,-0.016689,-3.922258,-0.061518,1.837780,-0.007265,-0.067417,0.037419,-0.017541,0.041327,12|13|14|15|16|17,0.4710
8231.583763,-0.018330,-3.928765,-0.061529,1.842220,-0.007336,-0.067415,0.036516,-0.018362,0.040873,12|13|14|15|16|17,0.4713
8231.600429,-0.018330,-3.928765,-0.061528,1.846669,-0.007407,-0.067424,0.032067,-0.018291,0.036917,12|13|14|15|16|17,0.4716
8231.617096,-0.013734,-3.937479,-0.061934,1.851126,-0.007480,-0.067439,0.032346,-0.015720,0.035964,12|13|14|15|16|17,0.4720
8231.633763,-0.004798,-3.955314,-0.062032,1.855587,-0.007556,-0.067455,0.037579,-0.010787,0.039096,12|13|14|15|16|17,0.4723
8231.650429,-0.004798,-3.955314,-0.062032,1.860032,-0.007635,-0.067483,0.033134,-0.010708,0.034821,12|13|14|15|16|17,0.4731
8231.667096,0.004087,-3.972746,-0.061720,1.864480,-0.007714,-0.067518,0.038159,-0.005800,0.038598,12|13|14|15|16|17,0.4737
8231.683763,0.008539,-3.981270,-0.061369,1.868933,-0.007787,-0.067547,0.038338,-0.003308,0.038481,12|13|14|15|16|17,0.4734
8231.700429,0.008538,-3.981269,-0.061370,1.873226,-0.008121,-0.067537,0.034045,-0.002974,0.034175,12|13|14|15|16|17,0.4729
8231.717096,0.011194,-3.997043,-0.061232,1.877522,-0.009108,-0.067561,0.038322,-0.000544,0.038326,12|13|14|15|16|17,0.4734
8231.733763,0.011195,-3.997043,-0.061231,1.881866,-0.009561,-0.067536,0.033978,-0.000090,0.033978,12|13|14|15|16|17,0.4728
8231.750429,-0.008837,-4.012599,-0.061458,1.886249,-0.009862,-0.067487,0.038050,-0.010677,0.039519,12|13|14|15|16|17,0.4730
8231.767096,-0.008836,-4.012600,-0.061456,1.890670,-0.010169,-0.067432,0.033629,-0.010369,0.035191,12|13|14|15|16|17,0.4729
8231.783763,-0.010065,-4.029539,-0.061332,1.895086,-0.010479,-0.067426,0.038419,-0.010726,0.039888,12|13|14|15|16|17,0.4725
8231.800429,-0.010785,-4.038040,-0.061462,1.899501,-0.010790,-0.067423,0.038624,-0.010807,0.040107,12|13|14|15|16|17,0.4724
8231.817096,-0.011576,-4.046401,-0.061340,1.903920,-0.011103,-0.067426,0.038749,-0.010924,0.040259,12|13|14|15|16|17,0.4726
8231.833763,-0.011344,-4.055300,-0.060324,1.908352,-0.011419,-0.067426,0.039153,-0.010482,0.040532,12|14|15|16|17,0.4718
8231.850429,-0.013032,-4.063346,-0.061278,1.912785,-0.011735,-0.067426,0.039093,-0.011083,0.040634,12|13|14|15|16|17,0.4714
8231.867096,-0.013736,-4.072301,-0.061350,1.917154,-0.011378,-0.067410,0.039591,-0.011822,0.041319,12|13|14|15|16|17|18,0.4705
8231.883763,-0.013736,-4.072304,-0.061350,1.921477,-0.011570,-0.067327,0.035269,-0.011631,0.037137,12|13|14|15|16|17|18,0.4719
8231.900429,-0.000650,-4.089391,-0.059327,1.926259,-0.011726,-0.065513,0.039774,-0.004363,0.040013,12|13|14|15|16|17|18|19,0.4703
8231.917096,0.008048,-4.098964,-0.059232,1.930655,-0.012003,-0.062467,0.040581,0.000642,0.040586,12|13|14|15|16|17|18|19,0.4736
8231.933763,0.007026,-4.106295,-0.057057,1.934773,-0.012402,-0.058481,0.040447,0.000486,0.040450,12|13|14|15|17|18|19,0.4736
8231.950429,0.007299,-4.105281,-0.057307,1.938825,-0.012938,-0.053751,0.035844,0.001169,0.035863,12|13|14|15|16|17|18|19,0.4729
8231.967096,-0.012907,-4.120653,-0.048391,1.943100,-0.013210,-0.048452,0.039923,-0.009540,0.041048,12|13|14|15|16|17|18|19,0.4720
8231.983763,-0.006066,-4.129190,-0.043091,1.947118,-0.013451,-0.042840,0.040545,-0.005581,0.040927,12|13|14|15|16|17|18|19,0.4722
8232.000429,-0.005354,-4.136509,-0.037327,1.950879,-0.013746,-0.037041,0.040762,-0.004899,0.041056,12|13|14|15|16|17|18|19,0.4723
8232.017096,-0.011682,-4.143205,-0.031250,1.954570,-0.014149,-0.031164,0.040710,-0.007935,0.041476,12|13|14|15|16|17|18|19,0.4717
8232.033763,-0.011682,-4.143206,-0.031250,1.958746,-0.014032,-0.025195,0.036534,-0.008052,0.037411,12|13|14|15|16|17|18|19,0.4712
8232.050429,-0.018260,-4.149096,-0.025280,1.962628,-0.014009,-0.019055,0.035853,-0.011650,0.037699,12|13|14|15|16|17|18|19,0.4727
8232.067096,0.006949,-4.165990,-0.013244,1.966268,-0.013962,-0.012978,0.041395,0.002004,0.041443,12|13|14|15|16|17|18|19,0.4733
8232.083763,0.009287,-4.172650,-0.007336,1.969697,-0.013994,-0.006893,0.041586,0.003306,0.041717,12|13|14|15|16|17|18|19,0.4735
8232.100429,0.005073,-4.178901,-0.001615,1.972959,-0.014160,-0.000815,0.041721,0.001182,0.041738,12|13|14|15|16|17|18|19,0.4725
8232.117096,-0.006325,-4.185956,0.003712,1.976996,-0.014565,0.000500,0.041518,-0.004607,0.041773,12|13|14|15|16|17|18|19,0.4710
8232.133763,-0.017258,-4.193113,0.005178,1.981243,-0.014337,0.000526,0.041161,-0.010777,0.042548,12|13|14|15|16|17|18|19,0.4712
